,action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
22,,Dtt Insensitive,19964221,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,[O-][n+]1ccccc1S,,,CHEMBL4495564,,2020,,CHEMBL1356238,PYRITHIONE,CHEMBL1356238,7.30,0,http://www.openphacts.org/units/Nanomolar,3344442,=,52,1,=,,IC50,nM,,50.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,0.05
23,,Dtt Insensitive,19964222,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CCl)c1ccccc1,,,CHEMBL4495564,,2020,,CHEMBL105712,PHENACYL CHLORIDE,CHEMBL105712,6.72,0,http://www.openphacts.org/units/Nanomolar,3344504,=,52,1,=,,IC50,nM,,190.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,0.19
24,,Dtt Insensitive,19964223,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,c1ccc2sc(SSc3nc4ccccc4s3)nc2c1,,,CHEMBL4495564,,2020,,CHEMBL508112,BENZOTHIAZYL DISULFIDE,CHEMBL508112,6.80,0,http://www.openphacts.org/units/Nanomolar,3344577,=,52,1,=,,IC50,nM,,160.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,0.16
25,,Dtt Insensitive,19964224,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,CCOc1cc(C(Nc2cc(C)ccn2)c2ccc3cccnc3c2O)ccc1OC,,,CHEMBL4495564,,2020,,CHEMBL1397952,,CHEMBL1397952,,0,http://www.openphacts.org/units/Nanomolar,3344594,<,52,1,<,,IC50,nM,,270.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,0.27
26,,Dtt Insensitive,19964225,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,O=C1C(Cl)=C(Cl)C(=O)C(Cl)=C1Cl,,,CHEMBL4495564,,2020,,CHEMBL192627,CHLORANIL,CHEMBL192627,,0,http://www.openphacts.org/units/Nanomolar,3344623,<,52,1,<,,IC50,nM,,20.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,0.02
27,,Dtt Insensitive,19964226,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,O=C(CC1Sc2ncnn2C1=O)Nc1ccc(Br)cc1,,,CHEMBL4495564,,2020,,CHEMBL243652,,CHEMBL243652,5.69,0,http://www.openphacts.org/units/Nanomolar,3344673,=,52,1,=,,IC50,nM,,2040.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,2.04
28,,Dtt Insensitive,19964227,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,CC(C)(C)OC(=O)NCCc1nnc(S(=O)(=O)Cc2ccc(Cl)cc2Cl)o1,,,CHEMBL4495564,,2020,,CHEMBL259018,,CHEMBL259018,5.38,0,http://www.openphacts.org/units/Nanomolar,3344718,=,52,1,=,,IC50,nM,,4220.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,4.22
29,,Dtt Insensitive,19964228,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,CN1CCN(C2=C(Cl)C(=O)N(c3ccc(Cl)c(Cl)c3)C2=O)CC1,,,CHEMBL4495564,,2020,,CHEMBL1271764,,CHEMBL1271764,,0,http://www.openphacts.org/units/Nanomolar,3344721,<,52,1,<,,IC50,nM,,1230.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,1.23
30,,Dtt Insensitive,19964229,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,Nc1ccc(O)c2ncccc12,,,CHEMBL4495564,,2020,,CHEMBL449298,,CHEMBL449298,5.69,0,http://www.openphacts.org/units/Nanomolar,3344735,=,52,1,=,,IC50,nM,,2050.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,2.05
31,,Dtt Insensitive,19964230,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)c1c(N)sc(-c2ccccc2)c1C,,,CHEMBL4495564,,2020,,CHEMBL566136,,CHEMBL566136,5.50,0,http://www.openphacts.org/units/Nanomolar,3344737,=,52,1,=,,IC50,nM,,3190.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,3.19
32,,Dtt Insensitive,19964231,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,Cc1cc(C)cc(N2C(=O)CC(Sc3nc[nH]n3)C2=O)c1,,,CHEMBL4495564,,2020,,CHEMBL1608472,,CHEMBL1608472,5.50,0,http://www.openphacts.org/units/Nanomolar,3344769,=,52,1,=,,IC50,nM,,3170.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,3.17
33,,Dtt Insensitive,19964232,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(S(=O)(=O)N[C@@H](Cc2ccccc2)C(=O)CCl)cc1,,,CHEMBL4495564,,2020,,CHEMBL60718,TPCK,CHEMBL60718,5.86,0,http://www.openphacts.org/units/Nanomolar,3344878,=,52,1,=,,IC50,nM,,1370.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,1.37
34,,Dtt Insensitive,19964233,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(-n2sc(=O)n(Cc3ccc(F)cc3)c2=O)cc1,,,CHEMBL4495564,,2020,,CHEMBL1917204,,CHEMBL1917204,6.82,0,http://www.openphacts.org/units/Nanomolar,3344888,=,52,1,=,,IC50,nM,,150.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,0.15
35,,Dtt Insensitive,19964234,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,Sc1nnnn1-c1ccccc1,,,CHEMBL4495564,,2020,,CHEMBL226652,,CHEMBL226652,5.63,0,http://www.openphacts.org/units/Nanomolar,3344908,=,52,1,=,,IC50,nM,,2360.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,2.36
36,,Dtt Insensitive,19964235,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,Nc1nc(S)c2ncn(C3OC(CO)C(O)C3O)c2n1,,,CHEMBL4495564,,2020,,CHEMBL119171,,CHEMBL119171,5.97,0,http://www.openphacts.org/units/Nanomolar,3344909,=,52,1,=,,IC50,nM,,1080.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,1.08
37,,Dtt Insensitive,19964236,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,O=c1c(O)cccc2cc(O)c(O)c(O)c12,,,CHEMBL4495564,,2020,,CHEMBL66953,PURPUROGALLIN,CHEMBL66953,5.34,0,http://www.openphacts.org/units/Nanomolar,3344910,=,52,1,=,,IC50,nM,,4580.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,4.58
38,,Dtt Insensitive,19964237,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,C/C=C1\C(OC2OC(CO)C(O)C(O)C2O)OC=C(C(=O)OC)C1CC(=O)OCCc1ccc(O)c(O)c1,,,CHEMBL4495564,,2020,,CHEMBL4303154,,CHEMBL4303154,5.47,0,http://www.openphacts.org/units/Nanomolar,3344996,=,52,1,=,,IC50,nM,,3380.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,3.38
39,,Dtt Insensitive,19964238,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@@H]2[C@@]12CO[C@]3(O)C[C@@H]1C(C)(C)CC[C@@H]2O,,,CHEMBL4495564,,2020,,CHEMBL4303503,,CHEMBL4303503,5.59,0,http://www.openphacts.org/units/Nanomolar,3345103,=,52,1,=,,IC50,nM,,2570.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,2.57
40,,Dtt Insensitive,19964239,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,,,,CHEMBL4495564,,2020,,CHEMBL4303702,,CHEMBL4303702,6.68,0,http://www.openphacts.org/units/Nanomolar,3345310,=,52,1,=,,IC50,nM,,210.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,0.21
41,,Dtt Insensitive,19964240,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,O=C(O)c1cc(O)c2c(c1)[C@H]([C@H]1c3cc(C(=O)O)cc(O)c3C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cccc31)c1cccc(O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)c1C2=O,,,CHEMBL4495564,,2020,,CHEMBL2368547,Sennoside A,CHEMBL2368547,5.80,0,http://www.openphacts.org/units/Nanomolar,3345338,=,52,1,=,,IC50,nM,,1590.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,1.59
42,,Dtt Insensitive,19964241,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[n-]2)c1C.[Na+],,,CHEMBL4495564,,2020,,CHEMBL1200930,RABEPRAZOLE SODIUM,CHEMBL1219,6.13,0,http://www.openphacts.org/units/Nanomolar,3345433,=,52,1,=,,IC50,nM,,740.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,0.74
43,,Dtt Insensitive,19964242,[],CHEMBL4495583,SARS-CoV-2 3CL-Pro protease inhibition IC50 determined by FRET kind of response from peptide substrate,F,,,BAO_0000190,BAO_0000019,assay format,COc1ccc2[nH]c([S+]([O-])Cc3ncc(C)c(OC)c3C)nc2n1,,,CHEMBL4495564,,2020,,CHEMBL1475252,TENATOPRAZOLE,CHEMBL1475252,6.01,0,http://www.openphacts.org/units/Nanomolar,3345466,=,52,1,=,,IC50,nM,,970.0,CHEMBL4523582,Severe acute respiratory syndrome coronavirus 2,Replicase polyprotein 1ab,2697049,,,IC50,uM,UO_0000065,,0.97
